cells,ens_id,gene
T_memory,ENSG00000233016,SNHG7
T_memory,ENSG00000107281,NPDC1
T_memory,ENSG00000185201,IFITM2
T_memory,ENSG00000251661,AC136475.1
T_memory,ENSG00000142089,IFITM3
T_memory,ENSG00000255328,AC136475.5
T_memory,ENSG00000023191,RNH1
T_memory,ENSG00000177106,EPS8L2
T_memory,ENSG00000177042,TMEM80
T_memory,ENSG00000177600,RPLP2
T_memory,ENSG00000177697,CD151
T_memory,ENSG00000130592,LSP1
T_memory,ENSG00000214026,MRPL23
T_memory,ENSG00000110665,C11orf21
T_memory,ENSG00000064201,TSPAN32
T_memory,ENSG00000110619,CARS
T_memory,ENSG00000167325,RRM1
T_memory,ENSG00000166333,ILK
T_memory,ENSG00000166452,AKIP1
T_memory,ENSG00000166471,TMEM41B
T_memory,ENSG00000133816,MICAL2
T_memory,ENSG00000129083,COPB1
T_memory,ENSG00000179057,IGSF22
T_memory,ENSG00000198168,SVIP
T_memory,ENSG00000152219,ARL14EP
T_memory,ENSG00000085063,CD59
T_memory,ENSG00000110429,FBXO3
T_memory,ENSG00000052841,TTC17
T_memory,ENSG00000149084,HSD17B12
T_memory,ENSG00000175274,TP53I11
T_memory,ENSG00000254427,AC103736.1
T_memory,ENSG00000109920,FNBP4
T_memory,ENSG00000134809,TIMM10
T_memory,ENSG00000110077,MS4A6A
T_memory,ENSG00000134825,TMEM258
T_memory,ENSG00000149485,FADS1
T_memory,ENSG00000149499,EML3
T_memory,ENSG00000168569,TMEM223
T_memory,ENSG00000176485,PLA2G16
T_memory,ENSG00000173457,PPP1R14B
T_memory,ENSG00000256940,AP001453.2
T_memory,ENSG00000173113,TRMT112
T_memory,ENSG00000126432,PRDX5
T_memory,ENSG00000236935,AP003774.4
T_memory,ENSG00000168066,SF1
T_memory,ENSG00000269038,AP001462.1
T_memory,ENSG00000149806,FAU
T_memory,ENSG00000014138,POLA2
T_memory,ENSG00000245532,NEAT1
T_memory,ENSG00000168056,LTBP3
T_memory,ENSG00000172922,RNASEH2C
T_memory,ENSG00000172757,CFL1
T_memory,ENSG00000172543,CTSW
T_memory,ENSG00000175334,BANF1
T_memory,ENSG00000174080,CTSF
T_memory,ENSG00000173992,CCS
T_memory,ENSG00000172725,CORO1B
T_memory,ENSG00000172663,TMEM134
T_memory,ENSG00000084207,GSTP1
T_memory,ENSG00000251637,AP003716.1
T_memory,ENSG00000110719,TCIRG1
T_memory,ENSG00000171067,C11orf24
T_memory,ENSG00000197345,MRPL21
T_memory,ENSG00000246889,AP000487.1
T_memory,ENSG00000254682,AP002387.2
T_memory,ENSG00000021300,PLEKHB1
T_memory,ENSG00000175581,MRPL48
T_memory,ENSG00000175567,UCP2
T_memory,ENSG00000166435,XRRA1
T_memory,ENSG00000149273,RPS3
T_memory,ENSG00000158555,GDPD5
T_memory,ENSG00000078124,ACER3
T_memory,ENSG00000074201,CLNS1A
T_memory,ENSG00000151366,NDUFC2
T_memory,ENSG00000246174,KCTD21-AS1
T_memory,ENSG00000171202,TMEM126A
T_memory,ENSG00000109861,CTSC
T_memory,ENSG00000110172,CHORDC1
T_memory,ENSG00000166002,SMCO4
T_memory,ENSG00000149311,ATM
T_memory,ENSG00000178202,KDELC2
T_memory,ENSG00000250303,AP002884.1
T_memory,ENSG00000160613,PCSK7
T_memory,ENSG00000160593,JAML
T_memory,ENSG00000160588,MPZL3
T_memory,ENSG00000149573,MPZL2
T_memory,ENSG00000198851,CD3E
T_memory,ENSG00000255422,AP002954.1
T_memory,ENSG00000110367,DDX6
T_memory,ENSG00000118181,RPS25
T_memory,ENSG00000196655,TRAPPC4
T_memory,ENSG00000172273,HINFP
T_memory,ENSG00000110060,PUS3
T_memory,ENSG00000134954,ETS1
T_memory,ENSG00000151715,TMEM45B
T_memory,ENSG00000196139,AKR1C3
T_memory,ENSG00000057608,GDI2
T_memory,ENSG00000123240,OPTN
T_memory,ENSG00000065809,FAM107B
T_memory,ENSG00000152465,NMT2
T_memory,ENSG00000136738,STAM
T_memory,ENSG00000240291,AL450384.2
T_memory,ENSG00000254635,WAC-AS1
T_memory,ENSG00000170759,KIF5B
T_memory,ENSG00000120616,EPC1
T_memory,ENSG00000271335,AL117336.3
T_memory,ENSG00000266412,NCOA4
T_memory,ENSG00000204161,TMEM273
T_memory,ENSG00000204147,ASAH2B
T_memory,ENSG00000151150,ANK3
T_memory,ENSG00000182010,RTKN2
T_memory,ENSG00000165476,REEP3
T_memory,ENSG00000079332,SAR1A
T_memory,ENSG00000180817,PPA1
T_memory,ENSG00000035403,VCL
T_memory,ENSG00000226659,AC021028.1
T_memory,ENSG00000107771,CCSER2
T_memory,ENSG00000171862,PTEN
T_memory,ENSG00000107796,ACTA2
T_memory,ENSG00000107798,LIPA
T_memory,ENSG00000152778,IFIT5
T_memory,ENSG00000107854,TNKS2
T_memory,ENSG00000148690,FRA10AC1
T_memory,ENSG00000119969,HELLS
T_memory,ENSG00000138185,ENTPD1
T_memory,ENSG00000226688,ENTPD1-AS1
T_memory,ENSG00000181274,FRAT2
T_memory,ENSG00000171311,EXOSC1
T_memory,ENSG00000095485,CWF19L1
T_memory,ENSG00000055950,MRPL43
T_memory,ENSG00000120055,C10orf95
T_memory,ENSG00000166275,BORCS7
T_memory,ENSG00000148834,GSTO1
T_memory,ENSG00000150593,PDCD4
T_memory,ENSG00000165806,CASP7
T_memory,ENSG00000165650,PDZD8
T_memory,ENSG00000119979,FAM45A
T_memory,ENSG00000107679,PLEKHA1
T_memory,ENSG00000203791,EEF1AKMT2
T_memory,ENSG00000019995,ZRANB1
T_memory,ENSG00000226899,AL731577.1
T_memory,ENSG00000089876,DHX32
T_memory,ENSG00000132334,PTPRE
T_memory,ENSG00000165752,STK32C
T_memory,ENSG00000171840,NINJ2
T_memory,ENSG00000177406,AC021054.1
T_memory,ENSG00000053702,NRIP2
T_memory,ENSG00000256862,AC005842.1
T_memory,ENSG00000139192,TAPBPL
T_memory,ENSG00000269968,AC006064.4
T_memory,ENSG00000111671,SPSB2
T_memory,ENSG00000205885,C1RL-AS1
T_memory,ENSG00000139182,CLSTN3
T_memory,ENSG00000139197,PEX5
T_memory,ENSG00000003056,M6PR
T_memory,ENSG00000139187,KLRG1
T_memory,ENSG00000245105,A2M-AS1
T_memory,ENSG00000237248,LINC00987
T_memory,ENSG00000069493,CLEC2D
T_memory,ENSG00000060138,YBX3
T_memory,ENSG00000231887,PRH1
T_memory,ENSG00000165714,BORCS5
T_memory,ENSG00000111266,DUSP16
T_memory,ENSG00000111276,CDKN1B
T_memory,ENSG00000178878,APOLD1
T_memory,ENSG00000121350,PYROXD1
T_memory,ENSG00000111728,ST8SIA1
T_memory,ENSG00000152944,MED21
T_memory,ENSG00000064763,FAR2
T_memory,ENSG00000013573,DDX11
T_memory,ENSG00000151229,SLC2A13
T_memory,ENSG00000139211,AMIGO2
T_memory,ENSG00000258181,AC008083.2
T_memory,ENSG00000257433,AC004241.1
T_memory,ENSG00000079387,SENP1
T_memory,ENSG00000178449,COX14
T_memory,ENSG00000139624,CERS5
T_memory,ENSG00000050426,LETMD1
T_memory,ENSG00000139610,CELA1
T_memory,ENSG00000170486,KRT72
T_memory,ENSG00000257495,KRT73-AS1
T_memory,ENSG00000167768,KRT1
T_memory,ENSG00000182544,MFSD5
T_memory,ENSG00000197111,PCBP2
T_memory,ENSG00000139625,MAP3K12
T_memory,ENSG00000135390,ATP5MC2
T_memory,ENSG00000139531,SUOX
T_memory,ENSG00000197728,RPS26
T_memory,ENSG00000139641,ESYT1
T_memory,ENSG00000176422,SPRYD4
T_memory,ENSG00000135506,OS9
T_memory,ENSG00000123427,EEF1AKMT3
T_memory,ENSG00000123297,TSFM
T_memory,ENSG00000166896,ATP23
T_memory,ENSG00000127311,HELB
T_memory,ENSG00000255733,IFNG-AS1
T_memory,ENSG00000111581,NUP107
T_memory,ENSG00000274979,AC020656.2
T_memory,ENSG00000180481,GLIPR1L2
T_memory,ENSG00000139278,GLIPR1
T_memory,ENSG00000111615,KRR1
T_memory,ENSG00000133639,BTG1
T_memory,ENSG00000102189,EEA1
T_memory,ENSG00000198015,MRPL42
T_memory,ENSG00000184752,NDUFA12
T_memory,ENSG00000111666,CHPT1
T_memory,ENSG00000166598,HSP90B1
T_memory,ENSG00000139372,TDG
T_memory,ENSG00000166046,TCP11L2
T_memory,ENSG00000136003,ISCU
T_memory,ENSG00000151148,UBE3B
T_memory,ENSG00000111237,VPS29
T_memory,ENSG00000122986,HVCN1
T_memory,ENSG00000234608,MAPKAPK5-AS1
T_memory,ENSG00000089127,OAS1
T_memory,ENSG00000089220,PEBP1
T_memory,ENSG00000255857,PXN-AS1
T_memory,ENSG00000276045,ORAI1
T_memory,ENSG00000139714,MORN3
T_memory,ENSG00000188735,TMEM120B
T_memory,ENSG00000051825,MPHOSPH9
T_memory,ENSG00000111364,DDX55
T_memory,ENSG00000081760,AACS
T_memory,ENSG00000090615,GOLGA3
T_memory,ENSG00000090612,ZNF268
T_memory,ENSG00000032742,IFT88
T_memory,ENSG00000122033,MTIF3
T_memory,ENSG00000186184,POLR1D
T_memory,ENSG00000152520,PAN3
T_memory,ENSG00000189403,HMGB1
T_memory,ENSG00000132965,ALOX5AP
T_memory,ENSG00000083642,PDS5B
T_memory,ENSG00000102710,SUPT20H
T_memory,ENSG00000102743,SLC25A15
T_memory,ENSG00000023516,AKAP11
T_memory,ENSG00000133106,EPSTI1
T_memory,ENSG00000120675,DNAJC15
T_memory,ENSG00000151773,CCDC122
T_memory,ENSG00000133114,GPALPP1
T_memory,ENSG00000123179,EBPL
T_memory,ENSG00000204977,TRIM13
T_memory,ENSG00000102786,INTS6
T_memory,ENSG00000136098,NEK3
T_memory,ENSG00000278238,AL359513.1
T_memory,ENSG00000136108,CKAP2
T_memory,ENSG00000118922,KLF12
T_memory,ENSG00000136111,TBC1D4
T_memory,ENSG00000188243,COMMD6
T_memory,ENSG00000152193,RNF219
T_memory,ENSG00000227354,RBM26-AS1
T_memory,ENSG00000152749,GPR180
T_memory,ENSG00000260992,DOCK9-DT
T_memory,ENSG00000169508,GPR183
T_memory,ENSG00000134900,TPP2
T_memory,ENSG00000139826,ABHD13
T_memory,ENSG00000102524,TNFSF13B
T_memory,ENSG00000088448,ANKRD10
T_memory,ENSG00000198176,TFDP1
T_memory,ENSG00000169062,UPF3A
T_memory,ENSG00000100814,CCNB1IP1
T_memory,ENSG00000169413,RNASE6
T_memory,ENSG00000211778,TRAV4
T_memory,ENSG00000129562,DAD1
T_memory,ENSG00000179933,C14orf119
T_memory,ENSG00000092096,SLC22A17
T_memory,ENSG00000157379,DHRS1
T_memory,ENSG00000100445,SDR39U1
T_memory,ENSG00000129521,EGLN3
T_memory,ENSG00000165410,CFL2
T_memory,ENSG00000100934,SEC23A
T_memory,ENSG00000165502,RPL36AL
T_memory,ENSG00000100479,POLE2
T_memory,ENSG00000273888,FRMD6-AS1
T_memory,ENSG00000125384,PTGER2
T_memory,ENSG00000197930,ERO1A
T_memory,ENSG00000258757,AL133453.1
T_memory,ENSG00000131981,LGALS3
T_memory,ENSG00000100592,DAAM1
T_memory,ENSG00000020426,MNAT1
T_memory,ENSG00000023608,SNAPC1
T_memory,ENSG00000140009,ESR2
T_memory,ENSG00000089775,ZBTB25
T_memory,ENSG00000276116,FUT8-AS1
T_memory,ENSG00000177465,ACOT4
T_memory,ENSG00000176903,PNMA1
T_memory,ENSG00000156030,ELMSAN1
T_memory,ENSG00000119655,NPC2
T_memory,ENSG00000165898,ISCA2
T_memory,ENSG00000089916,GPATCH2L
T_memory,ENSG00000071246,VASH1
T_memory,ENSG00000119669,IRF2BPL
T_memory,ENSG00000063761,ADCK1
T_memory,ENSG00000015133,CCDC88C
T_memory,ENSG00000140092,FBLN5
T_memory,ENSG00000119632,IFI27L2
T_memory,ENSG00000235706,DICER1-AS1
T_memory,ENSG00000197119,SLC25A29
T_memory,ENSG00000140105,WARS
T_memory,ENSG00000258512,LINC00239
T_memory,ENSG00000078304,PPP2R5C
T_memory,ENSG00000080824,HSP90AA1
T_memory,ENSG00000166165,CKB
T_memory,ENSG00000203485,INF2
T_memory,ENSG00000182809,CRIP2
T_memory,ENSG00000184986,TMEM121
T_memory,ENSG00000128739,SNRPN
T_memory,ENSG00000128731,HERC2
T_memory,ENSG00000248905,FMN1
T_memory,ENSG00000182117,NOP10
T_memory,ENSG00000171262,FAM98B
T_memory,ENSG00000140319,SRP14
T_memory,ENSG00000137880,GCHFR
T_memory,ENSG00000187446,CHP1
T_memory,ENSG00000103932,RPAP1
T_memory,ENSG00000092531,SNAP23
T_memory,ENSG00000168803,ADAL
T_memory,ENSG00000137822,TUBGCP4
T_memory,ENSG00000128951,DUT
T_memory,ENSG00000103995,CEP152
T_memory,ENSG00000138593,SECISBP2L
T_memory,ENSG00000244879,GABPB1-AS1
T_memory,ENSG00000259577,CERNA1
T_memory,ENSG00000137876,RSL24D1
T_memory,ENSG00000263155,MYZAP
T_memory,ENSG00000137845,ADAM10
T_memory,ENSG00000090487,SPG21
T_memory,ENSG00000259673,IQCH-AS1
T_memory,ENSG00000166192,SENP8
T_memory,ENSG00000159322,ADPGK
T_memory,ENSG00000138629,UBL7
T_memory,ENSG00000140400,MAN2C1
T_memory,ENSG00000169371,SNUPN
T_memory,ENSG00000140386,SCAPER
T_memory,ENSG00000140368,PSTPIP1
T_memory,ENSG00000185787,MORF4L1
T_memory,ENSG00000136371,MTHFS
T_memory,ENSG00000188659,SAXO2
T_memory,ENSG00000182774,RPS17
T_memory,ENSG00000169609,C15orf40
T_memory,ENSG00000177082,WDR73
T_memory,ENSG00000185043,CIB1
T_memory,ENSG00000197299,BLM
T_memory,ENSG00000182253,SYNM
T_memory,ENSG00000184277,TM2D3
T_memory,ENSG00000086504,MRPL28
T_memory,ENSG00000129925,TMEM8A
T_memory,ENSG00000103202,NME4
T_memory,ENSG00000242612,DECR2
T_memory,ENSG00000130731,METTL26
T_memory,ENSG00000103269,RHBDL1
T_memory,ENSG00000127580,WDR24
T_memory,ENSG00000131634,TMEM204
T_memory,ENSG00000074071,MRPS34
T_memory,ENSG00000063854,HAGH
T_memory,ENSG00000167969,ECI1
T_memory,ENSG00000008517,IL32
T_memory,ENSG00000262370,AC108134.3
T_memory,ENSG00000263072,ZNF213-AS1
T_memory,ENSG00000162104,ADCY9
T_memory,ENSG00000103415,HMOX2
T_memory,ENSG00000103174,"NAGPA"
T_memory,ENSG00000153048,CARHSP1
T_memory,ENSG00000187555,USP7
T_memory,ENSG00000260349,AC087190.1
T_memory,ENSG00000182108,DEXI
T_memory,ENSG00000175643,RMI2
T_memory,ENSG00000166780,C16orf45
T_memory,ENSG00000133392,MYH11
T_memory,ENSG00000263335,AF001548.2
T_memory,ENSG00000103489,XYLT1
T_memory,ENSG00000134419,RPS15A
T_memory,ENSG00000170540,ARL6IP1
T_memory,ENSG00000103550,KNOP1
T_memory,ENSG00000066654,THUMPD1
T_memory,ENSG00000168434,COG7
T_memory,ENSG00000166847,DCTN5
T_memory,ENSG00000166501,PRKCB
T_memory,ENSG00000261669,AC008731.1
T_memory,ENSG00000274925,AC008741.2
T_memory,ENSG00000103522,IL21R
T_memory,ENSG00000205609,EIF3CL
T_memory,ENSG00000261832,AC138894.1
T_memory,ENSG00000188603,CLN3
T_memory,ENSG00000176476,SGF29
T_memory,ENSG00000178952,TUFM
T_memory,ENSG00000169682,SPNS1
T_memory,ENSG00000185905,C16orf54
T_memory,ENSG00000069345,DNAJA2
T_memory,ENSG00000102921,N4BP1
T_memory,ENSG00000121281,ADCY7
T_memory,ENSG00000103479,RBL2
T_memory,ENSG00000169715,MT1E
T_memory,ENSG00000198417,MT1F
T_memory,ENSG00000187193,MT1X
T_memory,ENSG00000159648,TEPP
T_memory,ENSG00000246898,LINC00920
T_memory,ENSG00000140931,CMTM3
T_memory,ENSG00000102898,NUTF2
T_memory,ENSG00000167261,DPEP2
T_memory,ENSG00000213380,COG8
T_memory,ENSG00000272617,COG8-1
T_memory,ENSG00000223496,EXOSC6
T_memory,ENSG00000180917,CMTR2
T_memory,ENSG00000102967,DHODH
T_memory,ENSG00000261248,AC009120.4
T_memory,ENSG00000153786,ZDHHC7
T_memory,ENSG00000135709,KIAA0513
T_memory,ENSG00000103257,SLC7A5
T_memory,ENSG00000268218,AC137932.3
T_memory,ENSG00000197912,SPG7
T_memory,ENSG00000185324,CDK10
T_memory,ENSG00000187624,C17orf97
T_memory,ENSG00000183688,RFLNB
T_memory,ENSG00000141252,VPS53
T_memory,ENSG00000167720,SRR
T_memory,ENSG00000132382,MYBBP1A
T_memory,ENSG00000141503,MINK1
T_memory,ENSG00000263272,AC004148.2
T_memory,ENSG00000091592,NLRP1
T_memory,ENSG00000170291,ELP5
T_memory,ENSG00000132507,EIF5A
T_memory,ENSG00000213859,KCTD11
T_memory,ENSG00000141504,SAT2
T_memory,ENSG00000220205,VAMP2
T_memory,ENSG00000141506,PIK3R5
T_memory,ENSG00000170222,ADPRM
T_memory,ENSG00000065559,MAP2K4
T_memory,ENSG00000011295,TTC19
T_memory,ENSG00000166582,CENPV
T_memory,ENSG00000181350,LRRC75A
T_memory,ENSG00000170160,CCDC144A
T_memory,ENSG00000108557,RAI1
T_memory,ENSG00000141034,GID4
T_memory,ENSG00000177731,FLII
T_memory,ENSG00000108448,TRIM16L
T_memory,ENSG00000171928,TVP23B
T_memory,ENSG00000108599,AKAP10
T_memory,ENSG00000109079,TNFAIP1
T_memory,ENSG00000126653,NSRP1
T_memory,ENSG00000265739,AC104984.3
T_memory,ENSG00000108578,BLMH
T_memory,ENSG00000108651,UTP6
T_memory,ENSG00000176749,CDK5R1
T_memory,ENSG00000166750,SLFN5
T_memory,ENSG00000172123,SLFN12
T_memory,ENSG00000275302,CCL4
T_memory,ENSG00000172057,ORMDL3
T_memory,ENSG00000108771,DHX58
T_memory,ENSG00000168610,STAT3
T_memory,ENSG00000131462,TUBG1
T_memory,ENSG00000267002,AC060780.1
T_memory,ENSG00000005102,MEOX1
T_memory,ENSG00000260793,AC003102.1
T_memory,ENSG00000263715,LINC02210-CRHR1
T_memory,ENSG00000120071,KANSL1
T_memory,ENSG00000214401,KANSL1-AS1
T_memory,ENSG00000228696,ARL17B
T_memory,ENSG00000232300,FAM215B
T_memory,ENSG00000198933,TBKBP1
T_memory,ENSG00000141295,SCRN2
T_memory,ENSG00000141293,SKAP1
T_memory,ENSG00000173917,HOXB2
T_memory,ENSG00000230148,HOXB-AS1
T_memory,ENSG00000182742,HOXB4
T_memory,ENSG00000159199,ATP5MC1
T_memory,ENSG00000198740,ZNF652
T_memory,ENSG00000006282,SPATA20
T_memory,ENSG00000154945,ANKRD40
T_memory,ENSG00000262967,AC005921.2
T_memory,ENSG00000239672,NME1
T_memory,ENSG00000141194,OR4D1
T_memory,ENSG00000198231,DDX42
T_memory,ENSG00000108592,FTSJ3
T_memory,ENSG00000007312,CD79B
T_memory,ENSG00000108622,ICAM2
T_memory,ENSG00000178607,ERN1
T_memory,ENSG00000274561,AC005332.4
T_memory,ENSG00000278740,AC005332.8
T_memory,ENSG00000267731,AC005332.3
T_memory,ENSG00000133195,SLC39A11
T_memory,ENSG00000109065,"NAT9"
T_memory,ENSG00000132481,TRIM47
T_memory,ENSG00000141569,TRIM65
T_memory,ENSG00000185262,UBALD2
T_memory,ENSG00000070526,ST6GALNAC1
T_memory,ENSG00000182534,MXRA7
T_memory,ENSG00000266998,AC111182.1
T_memory,ENSG00000141524,TMC6
T_memory,ENSG00000141543,EIF4A3
T_memory,ENSG00000141527,CARD14
T_memory,ENSG00000173818,ENDOV
T_memory,ENSG00000224877,NDUFAF8
T_memory,ENSG00000184009,ACTG1
T_memory,ENSG00000204237,OXLD1
T_memory,ENSG00000185298,CCDC137
T_memory,ENSG00000169738,DCXR
T_memory,ENSG00000141560,FN3KRP
T_memory,ENSG00000141556,TBCD
T_memory,ENSG00000132199,ENOSF1
T_memory,ENSG00000177426,TGIF1
T_memory,ENSG00000263753,LINC00667
T_memory,ENSG00000128791,TWSG1
T_memory,ENSG00000141401,IMPA2
T_memory,ENSG00000177150,FAM210A
T_memory,ENSG00000175322,ZNF519
T_memory,ENSG00000264745,TTC39C-AS1
T_memory,ENSG00000263823,AC009831.1
T_memory,ENSG00000274184,AC011815.2
T_memory,ENSG00000186496,ZNF396
T_memory,ENSG00000134779,TPGS2
T_memory,ENSG00000152229,PSTPIP2
T_memory,ENSG00000167220,HDHD2
T_memory,ENSG00000041353,RAB27B
T_memory,ENSG00000074695,LMAN1
T_memory,ENSG00000133313,CNDP2
T_memory,ENSG00000264247,LINC00909
T_memory,ENSG00000101493,ZNF516
T_memory,ENSG00000197971,MBP
T_memory,ENSG00000131196,NFATC1
T_memory,ENSG00000226742,HSBP1L1
T_memory,ENSG00000141759,TXNL4A
T_memory,ENSG00000234684,SDCBP2-AS1
T_memory,ENSG00000089012,SIRPG
T_memory,ENSG00000198171,DDRGK1
T_memory,ENSG00000101224,CDC25B
T_memory,ENSG00000125779,PANK2
T_memory,ENSG00000101236,RNF24
T_memory,ENSG00000171867,PRNP
T_memory,ENSG00000089063,TMEM230
T_memory,ENSG00000089177,KIF16B
T_memory,ENSG00000232388,SMIM26
T_memory,ENSG00000275457,AL117332.1
T_memory,ENSG00000088930,XRN2
T_memory,ENSG00000279082,LINC01727
T_memory,ENSG00000077984,CST7
T_memory,ENSG00000101474,APMAP
T_memory,ENSG00000171456,ASXL1
T_memory,ENSG00000149600,COMMD7
T_memory,ENSG00000126001,CEP250
T_memory,ENSG00000214078,CPNE1
T_memory,ENSG00000168734,PKIG
T_memory,ENSG00000196562,SULF2
T_memory,ENSG00000177410,ZFAS1
T_memory,ENSG00000101126,ADNP
T_memory,ENSG00000101158,NELFCD
T_memory,ENSG00000101166,PRELID3B
T_memory,ENSG00000273619,AL121832.2
T_memory,ENSG00000101216,GMEB2
T_memory,ENSG00000197457,STMN3
T_memory,ENSG00000101161,PRPF6
T_memory,ENSG00000196421,C20orf204
T_memory,ENSG00000171700,RGS19
T_memory,ENSG00000282393,AC016588.2
T_memory,ENSG00000197766,CFD
T_memory,ENSG00000175221,MED16
T_memory,ENSG00000198858,R3HDM4
T_memory,ENSG00000116014,KISS1R
T_memory,ENSG00000065268,WDR18
T_memory,ENSG00000064666,CNN2
T_memory,ENSG00000099817,POLR2E
T_memory,ENSG00000104904,OAZ1
T_memory,ENSG00000060558,GNA15
T_memory,ENSG00000183617,MRPL54
T_memory,ENSG00000167670,CHAF1A
T_memory,ENSG00000167671,UBXN6
T_memory,ENSG00000141994,DUS3L
T_memory,ENSG00000125651,GTF2F1
T_memory,ENSG00000174837,ADGRE1
T_memory,ENSG00000229833,PET100
T_memory,ENSG00000076944,STXBP2
T_memory,ENSG00000269386,RAB11B-AS1
T_memory,ENSG00000174652,ZNF266
T_memory,ENSG00000171469,ZNF561
T_memory,ENSG00000130811,EIF3G
T_memory,ENSG00000130816,DNMT1
T_memory,ENSG00000267534,S1PR2
T_memory,ENSG00000076662,ICAM3
T_memory,ENSG00000267100,ILF3-DT
T_memory,ENSG00000102575,ACP5
T_memory,ENSG00000198429,ZNF69
T_memory,ENSG00000105583,WDR83OS
T_memory,ENSG00000167815,PRDX2
T_memory,ENSG00000267458,AC092069.1
T_memory,ENSG00000104979,C19orf53
T_memory,ENSG00000161031,PGLYRP2
T_memory,ENSG00000160113,NR2F6
T_memory,ENSG00000130312,MRPL34
T_memory,ENSG00000096996,IL12RB1
T_memory,ENSG00000099308,MAST3
T_memory,ENSG00000130511,SSBP4
T_memory,ENSG00000268030,AC005253.1
T_memory,ENSG00000064547,LPAR2
T_memory,ENSG00000081665,ZNF506
T_memory,ENSG00000105750,ZNF85
T_memory,ENSG00000197013,ZNF429
T_memory,ENSG00000197020,ZNF100
T_memory,ENSG00000197134,ZNF257
T_memory,ENSG00000213965,NUDT19
T_memory,ENSG00000076650,GPATCH1
T_memory,ENSG00000089335,ZNF302
T_memory,ENSG00000168661,ZNF30
T_memory,ENSG00000089351,GRAMD1A
T_memory,ENSG00000126267,COX6B1
T_memory,ENSG00000161265,U2AF1L4
T_memory,ENSG00000105258,POLR2I
T_memory,ENSG00000232677,LINC00665
T_memory,ENSG00000181007,ZFP82
T_memory,ENSG00000233527,ZNF529-AS1
T_memory,ENSG00000171827,ZNF570
T_memory,ENSG00000188227,ZNF793
T_memory,ENSG00000120784,ZFP30
T_memory,ENSG00000196381,ZNF781
T_memory,ENSG00000187994,RINL
T_memory,ENSG00000105193,RPS16
T_memory,ENSG00000105205,CLC
T_memory,ENSG00000130758,MAP3K10
T_memory,ENSG00000105223,PLD3
T_memory,ENSG00000105323,HNRNPUL1
T_memory,ENSG00000105329,TGFB1
T_memory,ENSG00000177191,B3GNT8
T_memory,ENSG00000007129,CEACAM21
T_memory,ENSG00000105404,RABAC1
T_memory,ENSG00000176531,PHLDB3
T_memory,ENSG00000267058,AC006213.2
T_memory,ENSG00000204920,ZNF155
T_memory,ENSG00000142252,GEMIN7
T_memory,ENSG00000125743,SNRPD2
T_memory,ENSG00000160013,PTGIR
T_memory,ENSG00000181027,FKRP
T_memory,ENSG00000257704,INAFM1
T_memory,ENSG00000105373,NOP53
T_memory,ENSG00000105483,CARD8
T_memory,ENSG00000268001,CARD8-AS1
T_memory,ENSG00000105447,GRWD1
T_memory,ENSG00000087076,HSD17B14
T_memory,ENSG00000087086,FTL
T_memory,ENSG00000104894,CD37
T_memory,ENSG00000221923,ZNF880
T_memory,ENSG00000167766,ZNF83
T_memory,ENSG00000170949,ZNF160
T_memory,ENSG00000197928,ZNF677
T_memory,ENSG00000170889,RPS9
T_memory,ENSG00000204577,LILRB3
T_memory,ENSG00000267838,AC245884.8
T_memory,ENSG00000160439,RDH13
T_memory,ENSG00000125503,PPP1R12C
T_memory,ENSG00000108107,RPL28
T_memory,ENSG00000267454,ZNF582-AS1
T_memory,ENSG00000197016,ZNF470
T_memory,ENSG00000127903,ZNF835
T_memory,ENSG00000171649,ZIK1
T_memory,ENSG00000121417,ZNF211
T_memory,ENSG00000178935,ZNF552
T_memory,ENSG00000269343,ZNF587B
T_memory,ENSG00000083845,RPS5
T_memory,ENSG00000171574,ZNF584
T_memory,ENSG00000269220,LINC00528
T_memory,ENSG00000183628,DGCR6
T_memory,ENSG00000215012,RTL10
T_memory,ENSG00000099917,MED15
T_memory,ENSG00000185651,UBE2L3
T_memory,ENSG00000279278,AC245060.6
T_memory,ENSG00000274422,AC245060.5
T_memory,ENSG00000099974,DDTL
T_memory,ENSG00000099977,DDT
T_memory,ENSG00000138867,GUCD1
T_memory,ENSG00000279110,AL022323.4
T_memory,ENSG00000159873,CCDC117
T_memory,ENSG00000100219,XBP1
T_memory,ENSG00000279159,AC003681.1
T_memory,ENSG00000187860,CCDC157
T_memory,ENSG00000242114,MTFP1
T_memory,ENSG00000100036,SLC35E4
T_memory,ENSG00000100100,PIK3IP1
T_memory,ENSG00000198089,SFI1
T_memory,ENSG00000133466,C1QTNF6
T_memory,ENSG00000189060,H1F0
T_memory,ENSG00000100116,GCAT
T_memory,ENSG00000100201,DDX17
T_memory,ENSG00000100298,APOBEC3H
T_memory,ENSG00000100316,RPL3
T_memory,ENSG00000100354,TNRC6B
T_memory,ENSG00000229999,AL022238.2
T_memory,ENSG00000167074,TEF
T_memory,ENSG00000184068,AL021453.1
T_memory,ENSG00000100162,CENPM
T_memory,ENSG00000183172,SMDT1
T_memory,ENSG00000184983,NDUFA6
T_memory,ENSG00000189306,RRP7A
T_memory,ENSG00000100347,SAMM50
T_memory,ENSG00000188677,PARVB
T_memory,ENSG00000188636,RTL6
T_memory,ENSG00000100376,FAM118A
T_memory,ENSG00000273145,BX537318.1
