cells,ens_id,gene
T_naive,ENSG00000074319,TSG101
T_naive,ENSG00000109854,HTATIP2
T_naive,ENSG00000152219,ARL14EP
T_naive,ENSG00000085063,CD59
T_naive,ENSG00000121691,CAT
T_naive,ENSG00000149089,APIP
T_naive,ENSG00000026508,CD44
T_naive,ENSG00000110455,ACCS
T_naive,ENSG00000254427,AC103736.1
T_naive,ENSG00000134575,ACP2
T_naive,ENSG00000109920,FNBP4
T_naive,ENSG00000134809,TIMM10
T_naive,ENSG00000156603,MED19
T_naive,ENSG00000172742,OR4D9
T_naive,ENSG00000110448,CD5
T_naive,ENSG00000149476,TKFC
T_naive,ENSG00000162148,PPP1R32
T_naive,ENSG00000134825,TMEM258
T_naive,ENSG00000149541,B3GAT3
T_naive,ENSG00000185085,INTS5
T_naive,ENSG00000162222,TTC9C
T_naive,ENSG00000173457,PPP1R14B
T_naive,ENSG00000173113,TRMT112
T_naive,ENSG00000126432,PRDX5
T_naive,ENSG00000168066,SF1
T_naive,ENSG00000269038,AP001462.1
T_naive,ENSG00000133895,MEN1
T_naive,ENSG00000149806,FAU
T_naive,ENSG00000245532,NEAT1
T_naive,ENSG00000168056,LTBP3
T_naive,ENSG00000172922,RNASEH2C
T_naive,ENSG00000172543,CTSW
T_naive,ENSG00000175550,DRAP1
T_naive,ENSG00000255517,AP002748.3
T_naive,ENSG00000173914,RBM4B
T_naive,ENSG00000172932,ANKRD13D
T_naive,ENSG00000172830,SSH3
T_naive,ENSG00000172725,CORO1B
T_naive,ENSG00000251637,AP003716.1
T_naive,ENSG00000197345,MRPL21
T_naive,ENSG00000254682,AP002387.2
T_naive,ENSG00000175581,MRPL48
T_naive,ENSG00000166435,XRRA1
T_naive,ENSG00000149273,RPS3
T_naive,ENSG00000078124,ACER3
T_naive,ENSG00000149269,PAK1
T_naive,ENSG00000087884,AAMDC
T_naive,ENSG00000246174,KCTD21-AS1
T_naive,ENSG00000110172,CHORDC1
T_naive,ENSG00000166002,SMCO4
T_naive,ENSG00000182919,C11orf54
T_naive,ENSG00000149218,ENDOD1
T_naive,ENSG00000110660,SLC35F2
T_naive,ENSG00000075239,ACAT1
T_naive,ENSG00000149308,NPAT
T_naive,ENSG00000149311,ATM
T_naive,ENSG00000150764,DIXDC1
T_naive,ENSG00000250303,AP002884.1
T_naive,ENSG00000168092,PAFAH1B2
T_naive,ENSG00000160593,JAML
T_naive,ENSG00000160588,MPZL3
T_naive,ENSG00000198851,CD3E
T_naive,ENSG00000110367,DDX6
T_naive,ENSG00000278376,AP004609.3
T_naive,ENSG00000118181,RPS25
T_naive,ENSG00000149428,HYOU1
T_naive,ENSG00000109943,CRTAM
T_naive,ENSG00000154134,ROBO3
T_naive,ENSG00000134954,ETS1
T_naive,ENSG00000196139,AKR1C3
T_naive,ENSG00000057608,GDI2
T_naive,ENSG00000165609,NUDT5
T_naive,ENSG00000065809,FAM107B
T_naive,ENSG00000152465,NMT2
T_naive,ENSG00000148484,RSU1
T_naive,ENSG00000107611,CUBN
T_naive,ENSG00000026025,VIM
T_naive,ENSG00000240291,AL450384.2
T_naive,ENSG00000148444,COMMD3
T_naive,ENSG00000107863,ARHGAP21
T_naive,ENSG00000136758,YME1L1
T_naive,ENSG00000216937,CCDC7
T_naive,ENSG00000271335,AL117336.3
T_naive,ENSG00000266412,NCOA4
T_naive,ENSG00000099290,WASHC2A
T_naive,ENSG00000122873,CISD1
T_naive,ENSG00000150347,ARID5B
T_naive,ENSG00000165476,REEP3
T_naive,ENSG00000165730,STOX1
T_naive,ENSG00000122862,SRGN
T_naive,ENSG00000079332,SAR1A
T_naive,ENSG00000180817,PPA1
T_naive,ENSG00000172731,LRRC20
T_naive,ENSG00000107738,VSIR
T_naive,ENSG00000148719,DNAJB12
T_naive,ENSG00000166321,NUDT13
T_naive,ENSG00000035403,VCL
T_naive,ENSG00000165644,COMTD1
T_naive,ENSG00000226659,AC021028.1
T_naive,ENSG00000165678,GHITM
T_naive,ENSG00000107771,CCSER2
T_naive,ENSG00000152778,IFIT5
T_naive,ENSG00000138193,PLCE1
T_naive,ENSG00000119969,HELLS
T_naive,ENSG00000226688,ENTPD1-AS1
T_naive,ENSG00000107521,HPS1
T_naive,ENSG00000272572,AL138762.1
T_naive,ENSG00000107872,FBXL15
T_naive,ENSG00000120055,C10orf95
T_naive,ENSG00000138107,ACTR1A
T_naive,ENSG00000166275,BORCS7
T_naive,ENSG00000148834,GSTO1
T_naive,ENSG00000119950,MXI1
T_naive,ENSG00000151893,CACUL1
T_naive,ENSG00000120008,WDR11
T_naive,ENSG00000107679,PLEKHA1
T_naive,ENSG00000203791,EEF1AKMT2
T_naive,ENSG00000019995,ZRANB1
T_naive,ENSG00000226899,AL731577.1
T_naive,ENSG00000188690,UROS
T_naive,ENSG00000089876,DHX32
T_naive,ENSG00000165752,STK32C
T_naive,ENSG00000177406,AC021054.1
T_naive,ENSG00000256862,AC005842.1
T_naive,ENSG00000139193,CD27
T_naive,ENSG00000139192,TAPBPL
T_naive,ENSG00000139190,VAMP1
T_naive,ENSG00000111639,MRPL51
T_naive,ENSG00000111640,GAPDH
T_naive,ENSG00000111669,TPI1
T_naive,ENSG00000111671,SPSB2
T_naive,ENSG00000010626,LRRC23
T_naive,ENSG00000003056,M6PR
T_naive,ENSG00000245105,A2M-AS1
T_naive,ENSG00000069493,CLEC2D
T_naive,ENSG00000110852,CLEC2B
T_naive,ENSG00000060138,YBX3
T_naive,ENSG00000231887,PRH1
T_naive,ENSG00000256537,SMIM10L1
T_naive,ENSG00000178878,APOLD1
T_naive,ENSG00000118308,LRMP
T_naive,ENSG00000205707,ETFRF1
T_naive,ENSG00000123104,ITPR2
T_naive,ENSG00000013573,DDX11
T_naive,ENSG00000151233,GXYLT1
T_naive,ENSG00000134283,PPHLN1
T_naive,ENSG00000151239,TWF1
T_naive,ENSG00000184613,NELL2
T_naive,ENSG00000134294,SLC38A2
T_naive,ENSG00000179715,PCED1B
T_naive,ENSG00000257925,AC008083.1
T_naive,ENSG00000061273,HDAC7
T_naive,ENSG00000134285,FKBP11
T_naive,ENSG00000186666,BCDIN3D
T_naive,ENSG00000178449,COX14
T_naive,ENSG00000139624,CERS5
T_naive,ENSG00000066084,DIP2B
T_naive,ENSG00000050426,LETMD1
T_naive,ENSG00000139610,CELA1
T_naive,ENSG00000170486,KRT72
T_naive,ENSG00000257495,KRT73-AS1
T_naive,ENSG00000186049,KRT73
T_naive,ENSG00000167768,KRT1
T_naive,ENSG00000197111,PCBP2
T_naive,ENSG00000139625,MAP3K12
T_naive,ENSG00000135390,ATP5MC2
T_naive,ENSG00000170627,GTSF1
T_naive,ENSG00000135426,TESPA1
T_naive,ENSG00000197728,RPS26
T_naive,ENSG00000110944,IL23A
T_naive,ENSG00000176422,SPRYD4
T_naive,ENSG00000135423,GLS2
T_naive,ENSG00000076108,BAZ2A
T_naive,ENSG00000257698,AC084033.3
T_naive,ENSG00000166896,ATP23
T_naive,ENSG00000247363,AC090061.1
T_naive,ENSG00000111581,NUP107
T_naive,ENSG00000111605,CPSF6
T_naive,ENSG00000274979,AC020656.2
T_naive,ENSG00000127337,YEATS4
T_naive,ENSG00000180481,GLIPR1L2
T_naive,ENSG00000139278,GLIPR1
T_naive,ENSG00000111615,KRR1
T_naive,ENSG00000102189,EEA1
T_naive,ENSG00000173598,NUDT4
T_naive,ENSG00000198015,MRPL42
T_naive,ENSG00000184752,NDUFA12
T_naive,ENSG00000136014,USP44
T_naive,ENSG00000111670,GNPTAB
T_naive,ENSG00000120860,WASHC3
T_naive,ENSG00000166046,TCP11L2
T_naive,ENSG00000136003,ISCU
T_naive,ENSG00000122986,HVCN1
T_naive,ENSG00000089248,ERP29
T_naive,ENSG00000089127,OAS1
T_naive,ENSG00000167272,POP5
T_naive,ENSG00000175970,UNC119B
T_naive,ENSG00000157895,C12orf43
T_naive,ENSG00000276045,ORAI1
T_naive,ENSG00000139714,MORN3
T_naive,ENSG00000188735,TMEM120B
T_naive,ENSG00000139725,RHOF
T_naive,ENSG00000051825,MPHOSPH9
T_naive,ENSG00000185344,ATP6V0A2
T_naive,ENSG00000072609,CHFR
T_naive,ENSG00000196458,ZNF605
T_naive,ENSG00000090612,ZNF268
T_naive,ENSG00000132932,ATP8A2
T_naive,ENSG00000122033,MTIF3
T_naive,ENSG00000186184,POLR1D
T_naive,ENSG00000152520,PAN3
T_naive,ENSG00000139508,SLC46A3
T_naive,ENSG00000189403,HMGB1
T_naive,ENSG00000132952,USPL1
T_naive,ENSG00000132965,ALOX5AP
T_naive,ENSG00000083642,PDS5B
T_naive,ENSG00000102738,MRPS31
T_naive,ENSG00000120690,ELF1
T_naive,ENSG00000120675,DNAJC15
T_naive,ENSG00000151773,CCDC122
T_naive,ENSG00000215475,SIAH3
T_naive,ENSG00000123179,EBPL
T_naive,ENSG00000204977,TRIM13
T_naive,ENSG00000136108,CKAP2
T_naive,ENSG00000136111,TBC1D4
T_naive,ENSG00000125247,TMTC4
T_naive,ENSG00000134900,TPP2
T_naive,ENSG00000102524,TNFSF13B
T_naive,ENSG00000169062,UPF3A
T_naive,ENSG00000100814,CCNB1IP1
T_naive,ENSG00000092094,OSGEP
T_naive,ENSG00000129472,RAB2B
T_naive,ENSG00000092203,TOX4
T_naive,ENSG00000211778,TRAV4
T_naive,ENSG00000211829,TRDC
T_naive,ENSG00000129562,DAD1
T_naive,ENSG00000100462,PRMT5
T_naive,ENSG00000092068,SLC7A8
T_naive,ENSG00000157326,DHRS4
T_naive,ENSG00000203546,AL139353.1
T_naive,ENSG00000100852,ARHGAP5
T_naive,ENSG00000258738,AL121603.2
T_naive,ENSG00000100479,POLE2
T_naive,ENSG00000125375,ATP5S
T_naive,ENSG00000139921,TMX1
T_naive,ENSG00000258757,AL133453.1
T_naive,ENSG00000131979,GCH1
T_naive,ENSG00000257621,PSMA3-AS1
T_naive,ENSG00000100592,DAAM1
T_naive,ENSG00000050130,JKAMP
T_naive,ENSG00000100612,DHRS7
T_naive,ENSG00000258289,CHURC1
T_naive,ENSG00000276116,FUT8-AS1
T_naive,ENSG00000072110,ACTN1
T_naive,ENSG00000156030,ELMSAN1
T_naive,ENSG00000259065,AC005520.2
T_naive,ENSG00000140043,PTGR2
T_naive,ENSG00000119711,ALDH6A1
T_naive,ENSG00000165898,ISCA2
T_naive,ENSG00000198208,RPS6KL1
T_naive,ENSG00000119669,IRF2BPL
T_naive,ENSG00000015133,CCDC88C
T_naive,ENSG00000140092,FBLN5
T_naive,ENSG00000100815,TRIP11
T_naive,ENSG00000183648,NDUFB1
T_naive,ENSG00000119632,IFI27L2
T_naive,ENSG00000182512,GLRX5
T_naive,ENSG00000100744,GSKIP
T_naive,ENSG00000166170,BAG5
T_naive,ENSG00000246451,AL049840.1
T_naive,ENSG00000156411,ATP5MPL
T_naive,ENSG00000203485,INF2
T_naive,ENSG00000184990,SIVA1
T_naive,ENSG00000184986,TMEM121
T_naive,ENSG00000140157,NIPA2
T_naive,ENSG00000128739,SNRPN
T_naive,ENSG00000198826,ARHGAP11A
T_naive,ENSG00000248905,FMN1
T_naive,ENSG00000215252,GOLGA8B
T_naive,ENSG00000171262,FAM98B
T_naive,ENSG00000140319,SRP14
T_naive,ENSG00000104081,BMF
T_naive,ENSG00000128944,KNSTRN
T_naive,ENSG00000174171,AC020659.1
T_naive,ENSG00000168803,ADAL
T_naive,ENSG00000067369,TP53BP1
T_naive,ENSG00000137857,DUOX1
T_naive,ENSG00000171763,SPATA5L1
T_naive,ENSG00000128951,DUT
T_naive,ENSG00000244879,GABPB1-AS1
T_naive,ENSG00000259577,CERNA1
T_naive,ENSG00000260916,CCPG1
T_naive,ENSG00000090487,SPG21
T_naive,ENSG00000169032,MAP2K1
T_naive,ENSG00000259673,IQCH-AS1
T_naive,ENSG00000178761,FAM219B
T_naive,ENSG00000140400,MAN2C1
T_naive,ENSG00000140368,PSTPIP1
T_naive,ENSG00000041357,PSMA4
T_naive,ENSG00000172349,IL16
T_naive,ENSG00000188659,SAXO2
T_naive,ENSG00000182774,RPS17
T_naive,ENSG00000166503,HDGFL3
T_naive,ENSG00000177082,WDR73
T_naive,ENSG00000197696,NMB
T_naive,ENSG00000185043,CIB1
T_naive,ENSG00000176463,SLCO3A1
T_naive,ENSG00000182253,SYNM
T_naive,ENSG00000185418,TARSL2
T_naive,ENSG00000161981,SNRNP25
T_naive,ENSG00000103148,NPRL3
T_naive,ENSG00000086504,MRPL28
T_naive,ENSG00000129925,TMEM8A
T_naive,ENSG00000127580,WDR24
T_naive,ENSG00000103254,FAM173A
T_naive,ENSG00000131634,TMEM204
T_naive,ENSG00000063854,HAGH
T_naive,ENSG00000205937,RNPS1
T_naive,ENSG00000260778,AC009065.4
T_naive,ENSG00000263072,ZNF213-AS1
T_naive,ENSG00000187555,USP7
T_naive,ENSG00000175643,RMI2
T_naive,ENSG00000171490,RSL1D1
T_naive,ENSG00000234719,NPIPB2
T_naive,ENSG00000133392,MYH11
T_naive,ENSG00000134419,RPS15A
T_naive,ENSG00000103550,KNOP1
T_naive,ENSG00000166501,PRKCB
T_naive,ENSG00000261669,AC008731.1
T_naive,ENSG00000274925,AC008741.2
T_naive,ENSG00000188603,CLN3
T_naive,ENSG00000176476,SGF29
T_naive,ENSG00000178952,TUFM
T_naive,ENSG00000103510,KAT8
T_naive,ENSG00000129636,ITFG1
T_naive,ENSG00000102910,LONP2
T_naive,ENSG00000102921,N4BP1
T_naive,ENSG00000261804,AC007342.4
T_naive,ENSG00000103479,RBL2
T_naive,ENSG00000159461,AMFR
T_naive,ENSG00000125148,MT2A
T_naive,ENSG00000198417,MT1F
T_naive,ENSG00000187193,MT1X
T_naive,ENSG00000102900,NUP93
T_naive,ENSG00000070770,CSNK2A2
T_naive,ENSG00000103037,SETD6
T_naive,ENSG00000125107,CNOT1
T_naive,ENSG00000246898,LINC00920
T_naive,ENSG00000102981,PARD6A
T_naive,ENSG00000124074,ENKD1
T_naive,ENSG00000102898,NUTF2
T_naive,ENSG00000159792,PSKH1
T_naive,ENSG00000167261,DPEP2
T_naive,ENSG00000103064,SLC7A6
T_naive,ENSG00000141076,UTP4
T_naive,ENSG00000213380,COG8
T_naive,ENSG00000182149,IST1
T_naive,ENSG00000261248,AC009120.4
T_naive,ENSG00000205078,SYCE1L
T_naive,ENSG00000166454,ATMIN
T_naive,ENSG00000140905,GCSH
T_naive,ENSG00000197943,PLCG2
T_naive,ENSG00000131143,COX4I1
T_naive,ENSG00000104731,KLHDC4
T_naive,ENSG00000103257,SLC7A5
T_naive,ENSG00000167515,TRAPPC2L
T_naive,ENSG00000167526,RPL13
T_naive,ENSG00000185324,CDK10
T_naive,ENSG00000158792,SPATA2L
T_naive,ENSG00000141002,TCF25
T_naive,ENSG00000187624,C17orf97
T_naive,ENSG00000141252,VPS53
T_naive,ENSG00000132386,SERPINF1
T_naive,ENSG00000262050,AC005696.1
T_naive,ENSG00000262165,AC233723.1
T_naive,ENSG00000108528,SLC25A11
T_naive,ENSG00000180626,ZNF594
T_naive,ENSG00000161929,SCIMP
T_naive,ENSG00000263272,AC004148.2
T_naive,ENSG00000091592,NLRP1
T_naive,ENSG00000262089,AC040977.1
T_naive,ENSG00000170291,ELP5
T_naive,ENSG00000072818,ACAP1
T_naive,ENSG00000213859,KCTD11
T_naive,ENSG00000141504,SAT2
T_naive,ENSG00000220205,VAMP2
T_naive,ENSG00000170222,ADPRM
T_naive,ENSG00000006740,ARHGAP44
T_naive,ENSG00000011295,TTC19
T_naive,ENSG00000166582,CENPV
T_naive,ENSG00000181350,LRRC75A
T_naive,ENSG00000225442,MPRIP-AS1
T_naive,ENSG00000141026,MED9
T_naive,ENSG00000131899,LLGL1
T_naive,ENSG00000177302,TOP3A
T_naive,ENSG00000176974,SHMT1
T_naive,ENSG00000141127,PRPSAP2
T_naive,ENSG00000108599,AKAP10
T_naive,ENSG00000232859,LYRM9
T_naive,ENSG00000108262,GIT1
T_naive,ENSG00000265739,AC104984.3
T_naive,ENSG00000108578,BLMH
T_naive,ENSG00000126860,EVI2A
T_naive,ENSG00000176749,CDK5R1
T_naive,ENSG00000092871,RFFL
T_naive,ENSG00000166750,SLFN5
T_naive,ENSG00000270647,TAF15
T_naive,ENSG00000276234,TADA2A
T_naive,ENSG00000131748,STARD3
T_naive,ENSG00000172057,ORMDL3
T_naive,ENSG00000141698,NT5C3B
T_naive,ENSG00000184988,TMEM106A
T_naive,ENSG00000188825,LINC00910
T_naive,ENSG00000282199,AC007993.3
T_naive,ENSG00000263715,LINC02210-CRHR1
T_naive,ENSG00000120071,KANSL1
T_naive,ENSG00000214401,KANSL1-AS1
T_naive,ENSG00000228696,ARL17B
T_naive,ENSG00000178852,EFCAB13
T_naive,ENSG00000002919,SNX11
T_naive,ENSG00000173917,HOXB2
T_naive,ENSG00000230148,HOXB-AS1
T_naive,ENSG00000182742,HOXB4
T_naive,ENSG00000136436,CALCOCO2
T_naive,ENSG00000198740,ZNF652
T_naive,ENSG00000167085,PHB
T_naive,ENSG00000015532,XYLT2
T_naive,ENSG00000006282,SPATA20
T_naive,ENSG00000154945,ANKRD40
T_naive,ENSG00000262967,AC005921.2
T_naive,ENSG00000141232,TOB1
T_naive,ENSG00000239672,NME1
T_naive,ENSG00000166263,STXBP4
T_naive,ENSG00000121060,TRIM25
T_naive,ENSG00000121064,SCPEP1
T_naive,ENSG00000108375,RNF43
T_naive,ENSG00000141367,CLTC
T_naive,ENSG00000141378,PTRH2
T_naive,ENSG00000170921,TANC2
T_naive,ENSG00000198231,DDX42
T_naive,ENSG00000108592,FTSJ3
T_naive,ENSG00000256525,POLG2
T_naive,ENSG00000278730,AC005332.7
T_naive,ENSG00000274561,AC005332.4
T_naive,ENSG00000274712,AC005332.5
T_naive,ENSG00000069188,SDK2
T_naive,ENSG00000167863,ATP5PD
T_naive,ENSG00000132481,TRIM47
T_naive,ENSG00000141569,TRIM65
T_naive,ENSG00000257949,TEN1
T_naive,ENSG00000185262,UBALD2
T_naive,ENSG00000070526,ST6GALNAC1
T_naive,ENSG00000266998,AC111182.1
T_naive,ENSG00000171302,CANT1
T_naive,ENSG00000184009,ACTG1
T_naive,ENSG00000204237,OXLD1
T_naive,ENSG00000214087,ARL16
T_naive,ENSG00000169738,DCXR
T_naive,ENSG00000141551,CSNK1D
T_naive,ENSG00000141560,FN3KRP
T_naive,ENSG00000132199,ENOSF1
T_naive,ENSG00000101608,MYL12A
T_naive,ENSG00000266053,NDUFV2-AS1
T_naive,ENSG00000177150,FAM210A
T_naive,ENSG00000175322,ZNF519
T_naive,ENSG00000167088,SNRPD1
T_naive,ENSG00000134779,TPGS2
T_naive,ENSG00000152229,PSTPIP2
T_naive,ENSG00000152234,ATP5F1A
T_naive,ENSG00000167220,HDHD2
T_naive,ENSG00000101751,POLI
T_naive,ENSG00000041353,RAB27B
T_naive,ENSG00000141665,FBXO15
T_naive,ENSG00000264247,LINC00909
T_naive,ENSG00000197971,MBP
T_naive,ENSG00000131196,NFATC1
T_naive,ENSG00000226742,HSBP1L1
T_naive,ENSG00000089012,SIRPG
T_naive,ENSG00000101361,NOP56
T_naive,ENSG00000125779,PANK2
T_naive,ENSG00000101236,RNF24
T_naive,ENSG00000089063,TMEM230
T_naive,ENSG00000089177,KIF16B
T_naive,ENSG00000232388,SMIM26
T_naive,ENSG00000279082,LINC01727
T_naive,ENSG00000100994,PYGB
T_naive,ENSG00000101367,MAPRE1
T_naive,ENSG00000131067,GGT7
T_naive,ENSG00000214078,CPNE1
T_naive,ENSG00000196562,SULF2
T_naive,ENSG00000124243,BCAS4
T_naive,ENSG00000101126,ADNP
T_naive,ENSG00000101158,NELFCD
T_naive,ENSG00000101166,PRELID3B
T_naive,ENSG00000179253,AL162457.1
T_naive,ENSG00000273619,AL121832.2
T_naive,ENSG00000197457,STMN3
T_naive,ENSG00000130590,SAMD10
T_naive,ENSG00000101161,PRPF6
T_naive,ENSG00000196421,C20orf204
T_naive,ENSG00000171700,RGS19
T_naive,ENSG00000197766,CFD
T_naive,ENSG00000116014,KISS1R
T_naive,ENSG00000065268,WDR18
T_naive,ENSG00000064666,CNN2
T_naive,ENSG00000064687,ABCA7
T_naive,ENSG00000099817,POLR2E
T_naive,ENSG00000167468,GPX4
T_naive,ENSG00000099622,CIRBP
T_naive,ENSG00000127540,UQCR11
T_naive,ENSG00000099800,TIMM13
T_naive,ENSG00000006638,TBXA2R
T_naive,ENSG00000167664,TMIGD2
T_naive,ENSG00000178078,STAP2
T_naive,ENSG00000167671,UBXN6
T_naive,ENSG00000141994,DUS3L
T_naive,ENSG00000174837,ADGRE1
T_naive,ENSG00000171105,INSR
T_naive,ENSG00000076944,STXBP2
T_naive,ENSG00000174652,ZNF266
T_naive,ENSG00000196605,ZNF846
T_naive,ENSG00000130811,EIF3G
T_naive,ENSG00000130816,DNMT1
T_naive,ENSG00000076662,ICAM3
T_naive,ENSG00000267100,ILF3-DT
T_naive,ENSG00000188868,ZNF563
T_naive,ENSG00000105583,WDR83OS
T_naive,ENSG00000267458,AC092069.1
T_naive,ENSG00000104998,IL27RA
T_naive,ENSG00000161031,PGLYRP2
T_naive,ENSG00000099330,OCEL1
T_naive,ENSG00000160113,NR2F6
T_naive,ENSG00000130312,MRPL34
T_naive,ENSG00000130299,GTPBP3
T_naive,ENSG00000130303,BST2
T_naive,ENSG00000282851,BISPR
T_naive,ENSG00000099308,MAST3
T_naive,ENSG00000268030,AC005253.1
T_naive,ENSG00000250067,YJEFN3
T_naive,ENSG00000081665,ZNF506
T_naive,ENSG00000172687,ZNF738
T_naive,ENSG00000197013,ZNF429
T_naive,ENSG00000197020,ZNF100
T_naive,ENSG00000105171,POP4
T_naive,ENSG00000076650,GPATCH1
T_naive,ENSG00000089335,ZNF302
T_naive,ENSG00000197841,ZNF181
T_naive,ENSG00000168661,ZNF30
T_naive,ENSG00000089351,GRAMD1A
T_naive,ENSG00000105677,TMEM147
T_naive,ENSG00000161265,U2AF1L4
T_naive,ENSG00000186017,ZNF566
T_naive,ENSG00000254004,ZNF260
T_naive,ENSG00000197050,ZNF420
T_naive,ENSG00000188227,ZNF793
T_naive,ENSG00000196381,ZNF781
T_naive,ENSG00000189144,ZNF573
T_naive,ENSG00000178982,EIF3K
T_naive,ENSG00000275395,FCGBP
T_naive,ENSG00000013275,PSMC4
T_naive,ENSG00000105323,HNRNPUL1
T_naive,ENSG00000105329,TGFB1
T_naive,ENSG00000105341,DMAC2
T_naive,ENSG00000007129,CEACAM21
T_naive,ENSG00000105404,RABAC1
T_naive,ENSG00000176531,PHLDB3
T_naive,ENSG00000105755,ETHE1
T_naive,ENSG00000167378,IRGQ
T_naive,ENSG00000105771,SMG9
T_naive,ENSG00000204920,ZNF155
T_naive,ENSG00000142252,GEMIN7
T_naive,ENSG00000125743,SNRPD2
T_naive,ENSG00000204850,AC011484.1
T_naive,ENSG00000160014,CALM3
T_naive,ENSG00000160013,PTGIR
T_naive,ENSG00000167414,GNG8
T_naive,ENSG00000090372,STRN4
T_naive,ENSG00000181027,FKRP
T_naive,ENSG00000257704,INAFM1
T_naive,ENSG00000105373,NOP53
T_naive,ENSG00000105483,CARD8
T_naive,ENSG00000268001,CARD8-AS1
T_naive,ENSG00000087076,HSD17B14
T_naive,ENSG00000104894,CD37
T_naive,ENSG00000126464,PRR12
T_naive,ENSG00000126456,IRF3
T_naive,ENSG00000131408,NR1H2
T_naive,ENSG00000196267,ZNF836
T_naive,ENSG00000198464,ZNF480
T_naive,ENSG00000221923,ZNF880
T_naive,ENSG00000189190,ZNF600
T_naive,ENSG00000197928,ZNF677
T_naive,ENSG00000170889,RPS9
T_naive,ENSG00000267838,AC245884.8
T_naive,ENSG00000022556,NLRP2
T_naive,ENSG00000160439,RDH13
T_naive,ENSG00000108107,RPL28
T_naive,ENSG00000166770,ZNF667-AS1
T_naive,ENSG00000127903,ZNF835
T_naive,ENSG00000186230,ZNF749
T_naive,ENSG00000152439,ZNF773
T_naive,ENSG00000178935,ZNF552
T_naive,ENSG00000269343,ZNF587B
T_naive,ENSG00000166704,ZNF606
T_naive,ENSG00000121413,ZSCAN18
T_naive,ENSG00000171606,ZNF274
T_naive,ENSG00000083845,RPS5
T_naive,ENSG00000243156,MICAL3
T_naive,ENSG00000100075,SLC25A1
T_naive,ENSG00000215012,RTL10
T_naive,ENSG00000099940,SNAP29
T_naive,ENSG00000230513,THAP7-AS1
T_naive,ENSG00000185651,UBE2L3
T_naive,ENSG00000279278,AC245060.6
T_naive,ENSG00000274422,AC245060.5
T_naive,ENSG00000099977,DDT
T_naive,ENSG00000279110,AL022323.4
T_naive,ENSG00000244752,CRYBB2
T_naive,ENSG00000100154,TTC28
T_naive,ENSG00000100219,XBP1
T_naive,ENSG00000226471,Z93930.2
T_naive,ENSG00000279159,AC003681.1
T_naive,ENSG00000198832,SELENOM
T_naive,ENSG00000138942,RNF185
T_naive,ENSG00000100100,PIK3IP1
T_naive,ENSG00000228839,PIK3IP1-AS1
T_naive,ENSG00000198089,SFI1
T_naive,ENSG00000128245,YWHAH
T_naive,ENSG00000189060,H1F0
T_naive,ENSG00000100116,GCAT
T_naive,ENSG00000239713,APOBEC3G
T_naive,ENSG00000229999,AL022238.2
T_naive,ENSG00000100410,PHF5A
T_naive,ENSG00000184068,AL021453.1
T_naive,ENSG00000100162,CENPM
T_naive,ENSG00000183172,SMDT1
T_naive,ENSG00000184983,NDUFA6
T_naive,ENSG00000189306,RRP7A
T_naive,ENSG00000188677,PARVB
T_naive,ENSG00000100376,FAM118A
T_naive,ENSG00000100422,CERK
T_naive,ENSG00000260708,AL118516.1
T_naive,ENSG00000212939,Z97192.1
T_naive,ENSG00000100239,PPP6R2
T_naive,ENSG00000025708,TYMP
T_naive,ENSG00000100299,ARSA
T_naive,ENSG00000185272,RBM11
T_naive,ENSG00000154642,C21orf91
T_naive,ENSG00000154727,GABPA
T_naive,ENSG00000156261,CCT8
T_naive,ENSG00000142207,URB1
T_naive,ENSG00000142188,TMEM50B
T_naive,ENSG00000237945,LINC00649
T_naive,ENSG00000243927,MRPS6
T_naive,ENSG00000198743,SLC5A3
T_naive,ENSG00000159231,CBR3
T_naive,ENSG00000142197,DOPEY2
T_naive,ENSG00000159256,MORC3
T_naive,ENSG00000185808,PIGP
T_naive,ENSG00000157540,DYRK1A
T_naive,ENSG00000160185,UBASH3A
T_naive,ENSG00000160194,NDUFV3
T_naive,ENSG00000160201,U2AF1
T_naive,ENSG00000160213,CSTB
T_naive,ENSG00000241945,PWP2
T_naive,ENSG00000160221,GATD3A
T_naive,ENSG00000141959,PFKL
T_naive,ENSG00000182871,COL18A1
T_naive,ENSG00000160284,SPATC1L
T_naive,ENSG00000160285,LSS
T_naive,ENSG00000182362,YBEY
T_naive,ENSG00000160307,S100B
T_naive,ENSG00000160310,PRMT2
T_naive,ENSG00000187961,KLHL17
T_naive,ENSG00000188290,HES4
T_naive,ENSG00000176022,B3GALT6
T_naive,ENSG00000127054,INTS11
T_naive,ENSG00000224051,CPTP
T_naive,ENSG00000175756,AURKAIP1
T_naive,ENSG00000160072,ATAD3B
T_naive,ENSG00000248333,CDK11B
T_naive,ENSG00000157873,TNFRSF14
T_naive,ENSG00000198912,C1orf174
T_naive,ENSG00000162408,NOL9
T_naive,ENSG00000049249,TNFRSF9
T_naive,ENSG00000131686,CA6
T_naive,ENSG00000142657,PGD
T_naive,ENSG00000116691,MIIP
T_naive,ENSG00000116771,AGMAT
T_naive,ENSG00000142632,ARHGEF19
T_naive,ENSG00000244038,DDOST
T_naive,ENSG00000142794,NBPF3
T_naive,ENSG00000179163,FUCA1
T_naive,ENSG00000001461,NIPAL3
T_naive,ENSG00000183726,TMEM50A
